Make,Color,Odometer(Miles),Doors,Price
Toyota,White,59949.0,4.0,"$6,523.00"
Toyota,White,58659.0,4.0,"$10,905.00"
Toyota,White,144787.0,4.0,"$3,266.00"
BMW,Black,53736.0,5.0,"$20,817.00"
Toyota,White,61245.0,4.0,"$6,513.00"
Honda,,78949.0,4.0,"$7,307.00"
Toyota,White,28014.0,4.0,"$7,837.00"
Honda,White,66187.0,4.0,"$8,435.00"
Toyota,White,59115.0,4.0,"$6,653.00"
Toyota,White,62733.0,4.0,"$5,590.00"
BMW,Black,19246.0,5.0,"$21,786.00"
Honda,Blue,65609.0,4.0,"$6,576.00"
Honda,White,61921.0,4.0,"$9,778.00"
Toyota,White,62642.0,4.0,"$4,819.00"
Nissan,White,212969.0,,"$3,878.00"
Toyota,Blue,57147.0,4.0,"$7,644.00"
Nissan,White,220525.0,4.0,"$4,033.00"
Honda,White,54380.0,4.0,"$7,450.00"
Toyota,White,25880.0,4.0,"$6,878.00"
Honda,White,55370.0,4.0,"$6,861.00"
Toyota,White,61275.0,4.0,"$6,269.00"
Honda,Red,89543.0,4.0,"$5,178.00"
Honda,Red,90446.0,4.0,"$5,924.00"
Nissan,White,214189.0,4.0,"$1,190.00"
,White,211589.0,4.0,"$1,922.00"
Honda,Blue,62446.0,4.0,"$6,131.00"
Toyota,Blue,68375.0,4.0,"$7,780.00"
BMW,Black,10178.0,5.0,"$21,845.00"
Toyota,White,61934.0,4.0,"$6,177.00"
Toyota,,28566.0,4.0,"$12,025.00"
Toyota,Blue,52569.0,3.0,"$7,489.00"
Nissan,White,213082.0,4.0,
Nissan,White,210682.0,4.0,"$2,169.00"
Nissan,White,207646.0,4.0,"$4,824.00"
Toyota,Blue,52770.0,3.0,"$6,900.00"
,White,63149.0,4.0,"$7,133.00"
Honda,Red,95681.0,4.0,"$5,513.00"
Nissan,White,218653.0,4.0,"$5,307.00"
BMW,Black,18455.0,5.0,"$22,833.00"
Honda,Red,90745.0,4.0,"$5,940.00"
Nissan,White,64922.0,4.0,"$3,604.00"
Toyota,Blue,65773.0,3.0,"$7,465.00"
Honda,Blue,56016.0,4.0,"$6,708.00"
Toyota,Green,51341.0,4.0,"$4,541.00"
Honda,Blue,52522.0,4.0,"$8,531.00"
Toyota,White,63501.0,4.0,"$7,081.00"
BMW,Black,6765.0,5.0,"$21,490.00"
Honda,White,51624.0,4.0,"$8,368.00"
Toyota,White,66822.0,3.0,"$7,657.00"
Toyota,,62330.0,4.0,"$7,473.00"
Honda,White,55902.0,4.0,
Honda,Red,87560.0,4.0,"$4,764.00"
BMW,White,15477.0,4.0,"$21,512.00"
,Blue,55884.0,4.0,"$7,844.00"
Honda,Red,88018.0,4.0,"$5,648.00"
BMW,White,5371.0,5.0,"$21,437.00"
Honda,White,62900.0,4.0,"$9,019.00"
BMW,Black,8368.0,5.0,"$23,957.00"
Honda,White,58188.0,4.0,"$6,584.00"
Toyota,White,147731.0,4.0,"$4,281.00"
Toyota,Green,56266.0,,"$4,343.00"
Nissan,White,222276.0,4.0,"$1,641.00"
BMW,Black,9596.0,5.0,"$22,609.00"
Honda,,60873.0,4.0,"$4,895.00"
Honda,,85495.0,4.0,"$5,912.00"
,Blue,63299.0,4.0,"$8,601.00"
Nissan,White,213096.0,4.0,"$4,103.00"
Toyota,White,57861.0,4.0,"$7,986.00"
Toyota,White,59648.0,4.0,"$6,717.00"
Toyota,Blue,53529.0,3.0,"$6,808.00"
Honda,Red,81405.0,4.0,"$5,993.00"
Toyota,,37125.0,4.0,"$9,378.00"
Honda,Blue,53866.0,4.0,"$8,579.00"
Honda,White,53856.0,4.0,
Toyota,White,29291.0,4.0,"$9,967.00"
Toyota,White,22111.0,,"$10,126.00"
Honda,Red,90948.0,4.0,"$5,921.00"
Honda,Blue,70869.0,4.0,"$5,933.00"
Toyota,White,58008.0,4.0,"$6,899.00"
Nissan,White,209317.0,4.0,"$4,095.00"
Toyota,Blue,61403.0,3.0,"$7,386.00"
Toyota,White,61380.0,4.0,"$7,550.00"
Toyota,White,63613.0,4.0,"$6,802.00"
Nissan,White,208570.0,4.0,"$2,144.00"
Toyota,Green,59427.0,4.0,"$4,316.00"
Honda,Red,81843.0,4.0,"$4,232.00"
BMW,Black,,5.0,"$22,120.00"
Toyota,White,65435.0,4.0,"$5,823.00"
BMW,Black,6499.0,5.0,"$21,412.00"
BMW,Black,13119.0,4.0,"$20,724.00"
Toyota,Blue,52219.0,3.0,"$5,923.00"
Toyota,Green,,4.0,"$5,051.00"
Toyota,White,71392.0,,"$7,818.00"
BMW,Black,2209.0,5.0,"$21,620.00"
BMW,Black,12309.0,5.0,"$20,655.00"
Honda,Red,92631.0,4.0,"$4,171.00"
Toyota,White,27887.0,4.0,"$9,110.00"
Toyota,Green,52866.0,4.0,"$3,591.00"
Toyota,Red,79334.0,4.0,"$6,198.00"
Toyota,White,,4.0,"$10,222.00"
Toyota,,63253.0,3.0,"$8,114.00"
Toyota,White,28438.0,4.0,"$5,199.00"
Toyota,White,32586.0,4.0,"$8,608.00"
Honda,White,64517.0,4.0,"$6,221.00"
Toyota,White,63780.0,4.0,
Toyota,White,61433.0,4.0,"$8,959.00"
Nissan,White,213972.0,,"$4,464.00"
Toyota,Blue,65859.0,,"$6,879.00"
Nissan,White,212281.0,4.0,"$5,071.00"
Honda,Blue,56988.0,4.0,"$8,024.00"
Toyota,White,30231.0,4.0,"$11,514.00"
Toyota,White,23110.0,4.0,"$8,759.00"
Toyota,Blue,58328.0,3.0,"$7,171.00"
Toyota,White,70370.0,4.0,"$9,050.00"
Honda,Blue,58464.0,4.0,"$6,308.00"
Honda,Red,97267.0,4.0,"$5,516.00"
Honda,Blue,58510.0,4.0,"$7,575.00"
Toyota,White,144049.0,4.0,"$5,821.00"
Toyota,White,64624.0,4.0,"$6,527.00"
Toyota,White,76042.0,4.0,"$7,083.00"
Honda,White,59115.0,4.0,"$7,394.00"
Toyota,Green,64495.0,4.0,"$5,919.00"
Nissan,White,206251.0,4.0,"$3,253.00"
Toyota,White,65373.0,4.0,"$5,901.00"
Toyota,White,140623.0,4.0,"$4,307.00"
Honda,Blue,71096.0,4.0,"$5,836.00"
Toyota,Blue,51379.0,3.0,"$5,208.00"
Toyota,Blue,62142.0,3.0,"$6,534.00"
Toyota,White,146867.0,,"$4,737.00"
Nissan,White,209087.0,4.0,"$1,511.00"
Nissan,White,210979.0,4.0,"$5,059.00"
Honda,White,60929.0,4.0,"$7,192.00"
Toyota,White,26916.0,,"$8,669.00"
Honda,Blue,67299.0,4.0,"$6,974.00"
Toyota,Blue,58726.0,4.0,"$6,886.00"
Toyota,White,37724.0,4.0,"$9,501.00"
Toyota,White,37230.0,4.0,"$10,249.00"
Toyota,White,31461.0,4.0,"$8,306.00"
Honda,White,52028.0,4.0,"$7,955.00"
Toyota,Blue,59984.0,,"$6,541.00"
Toyota,Blue,,3.0,"$8,613.00"
Honda,Blue,60071.0,,"$8,145.00"
Toyota,White,31676.0,4.0,"$10,770.00"
Toyota,White,,4.0,"$4,952.00"
Honda,Red,88309.0,4.0,"$6,362.00"
Toyota,White,151908.0,4.0,"$3,951.00"
Toyota,White,53514.0,4.0,"$5,636.00"
Toyota,White,157197.0,4.0,"$4,106.00"
Toyota,White,35487.0,4.0,"$8,914.00"
Nissan,White,225755.0,4.0,
Nissan,White,210658.0,4.0,"$2,870.00"
Nissan,White,57746.0,4.0,"$4,370.00"
Toyota,Green,50427.0,4.0,"$4,465.00"
Honda,Blue,61419.0,4.0,"$6,378.00"
Toyota,White,25173.0,4.0,"$10,155.00"
Toyota,Green,60355.0,4.0,"$5,657.00"
Toyota,White,62237.0,4.0,"$8,036.00"
Nissan,White,208948.0,4.0,"$7,074.00"
Toyota,White,68928.0,4.0,"$8,210.00"
Honda,Blue,59913.0,4.0,"$6,198.00"
Toyota,White,146451.0,4.0,"$4,134.00"
Toyota,White,35881.0,4.0,"$7,262.00"
Toyota,White,62325.0,4.0,
Toyota,,68312.0,4.0,"$7,760.00"
BMW,Black,15167.0,5.0,"$8,221.00"
Toyota,Blue,61784.0,3.0,"$7,354.00"
Honda,White,59999.0,4.0,"$8,693.00"
Toyota,Green,56147.0,4.0,"$5,659.00"
Toyota,White,35983.0,4.0,"$9,171.00"
Nissan,White,206374.0,4.0,"$3,967.00"
Honda,White,55739.0,4.0,"$6,294.00"
Toyota,Green,55063.0,4.0,"$5,504.00"
Nissan,White,69584.0,4.0,"$3,340.00"
Nissan,White,55345.0,4.0,"$3,595.00"
Toyota,White,,,"$6,755.00"
Toyota,Blue,58748.0,3.0,"$6,470.00"
Toyota,White,149290.0,4.0,"$4,824.00"
Honda,White,67884.0,4.0,"$6,292.00"
Honda,Red,91420.0,4.0,"$4,236.00"
Honda,White,85269.0,4.0,"$3,862.00"
BMW,Black,9917.0,5.0,"$22,684.00"
Honda,Blue,53684.0,4.0,"$6,723.00"
Toyota,White,62941.0,4.0,"$6,230.00"
Nissan,White,211083.0,4.0,"$2,039.00"
Honda,White,56999.0,,"$6,299.00"
BMW,Black,,5.0,"$21,018.00"
Honda,Red,79453.0,4.0,"$5,120.00"
Toyota,White,53858.0,4.0,"$5,394.00"
Honda,White,55543.0,4.0,"$10,175.00"
,White,51384.0,4.0,"$9,121.00"
Toyota,White,56585.0,4.0,"$6,630.00"
Toyota,White,143859.0,4.0,"$3,109.00"
Toyota,White,69848.0,4.0,"$4,364.00"
Nissan,White,209764.0,4.0,"$4,044.00"
Toyota,White,56564.0,4.0,"$7,227.00"
Toyota,White,145661.0,4.0,"$4,810.00"
Honda,Blue,57190.0,4.0,"$6,345.00"
Toyota,White,156015.0,4.0,"$6,770.00"
Honda,Red,52413.0,4.0,"$3,635.00"
Toyota,,147829.0,4.0,"$1,447.00"
Toyota,White,,4.0,"$10,198.00"
Toyota,Green,64130.0,4.0,"$3,230.00"
Toyota,Blue,61241.0,3.0,"$6,728.00"
Honda,White,60917.0,,"$8,092.00"
Honda,Red,91740.0,4.0,"$6,920.00"
Toyota,White,157972.0,4.0,"$2,493.00"
Honda,Blue,56985.0,4.0,"$7,312.00"
Honda,Red,86042.0,4.0,"$4,203.00"
Toyota,Green,65618.0,4.0,"$4,900.00"
Toyota,,71825.0,4.0,"$3,913.00"
Toyota,White,30578.0,4.0,"$6,074.00"
BMW,Black,853.0,5.0,"$22,614.00"
Toyota,Blue,,3.0,"$7,065.00"
Toyota,Blue,63212.0,3.0,"$6,521.00"
Honda,Blue,66708.0,4.0,"$7,446.00"
Honda,Red,93619.0,4.0,"$5,270.00"
Toyota,White,56608.0,4.0,"$6,193.00"
BMW,Black,13272.0,5.0,"$22,223.00"
Toyota,Green,57045.0,4.0,"$4,929.00"
,White,59741.0,3.0,"$7,138.00"
Toyota,White,49424.0,4.0,"$5,628.00"
Nissan,White,210911.0,4.0,"$3,052.00"
Toyota,White,24325.0,4.0,"$7,323.00"
Toyota,Blue,61670.0,4.0,"$6,497.00"
Nissan,White,213297.0,4.0,"$3,893.00"
Honda,White,58572.0,4.0,"$7,166.00"
Honda,Blue,57242.0,4.0,"$6,297.00"
Honda,Red,81794.0,4.0,
Toyota,Blue,56744.0,3.0,"$7,499.00"
Toyota,White,149066.0,4.0,"$4,885.00"
Honda,Blue,54134.0,4.0,"$5,197.00"
Toyota,White,61726.0,4.0,"$7,953.00"
Toyota,White,153484.0,4.0,"$2,037.00"
Toyota,Blue,58976.0,4.0,"$8,122.00"
BMW,Black,11800.0,5.0,"$20,229.00"
Toyota,White,29875.0,4.0,"$10,635.00"
Toyota,White,151040.0,4.0,"$4,322.00"
Toyota,White,60375.0,4.0,
Toyota,White,39149.0,4.0,"$10,940.00"
Honda,Red,84867.0,4.0,"$6,167.00"
Toyota,White,145778.0,4.0,"$3,503.00"
Toyota,Blue,68795.0,4.0,"$8,299.00"
Nissan,White,216040.0,4.0,"$5,931.00"
Toyota,Blue,59464.0,3.0,"$6,278.00"
Honda,White,61441.0,4.0,"$7,011.00"
Honda,Red,90792.0,4.0,"$6,446.00"
,Red,94641.0,4.0,"$4,116.00"
Toyota,Blue,49067.0,3.0,"$8,821.00"
Toyota,White,58927.0,4.0,"$6,219.00"
Honda,Blue,55399.0,4.0,"$5,023.00"
Toyota,White,29367.0,4.0,"$10,066.00"
Toyota,White,,4.0,"$3,666.00"
Honda,Red,85477.0,4.0,"$4,932.00"
Honda,White,60038.0,4.0,"$7,530.00"
Toyota,White,61495.0,4.0,"$7,873.00"
Honda,Blue,57834.0,4.0,"$7,857.00"
Toyota,White,160864.0,4.0,"$3,255.00"
Toyota,White,144616.0,4.0,"$5,617.00"
Toyota,White,36305.0,4.0,"$8,580.00"
Toyota,White,143124.0,4.0,"$3,763.00"
Toyota,White,59547.0,4.0,"$7,068.00"
Toyota,Blue,53612.0,3.0,"$6,859.00"
BMW,Black,15842.0,5.0,"$6,738.00"
Honda,Blue,66272.0,4.0,"$7,003.00"
Toyota,White,62170.0,4.0,"$3,583.00"
,Blue,61923.0,3.0,
Honda,White,61650.0,4.0,"$6,923.00"
Toyota,White,67104.0,4.0,"$4,943.00"
Honda,,59103.0,4.0,"$6,895.00"
BMW,Black,14102.0,,"$22,567.00"
Toyota,White,149519.0,4.0,"$4,529.00"
Toyota,White,60362.0,4.0,"$6,583.00"
Toyota,Green,48805.0,4.0,"$5,812.00"
Toyota,Blue,61314.0,3.0,"$5,518.00"
Nissan,White,214276.0,4.0,"$3,627.00"
Honda,Blue,68341.0,4.0,"$6,381.00"
Toyota,Green,56731.0,4.0,"$4,705.00"
Honda,Red,83187.0,4.0,
Toyota,White,154499.0,4.0,"$3,263.00"
Toyota,Blue,60631.0,3.0,"$8,260.00"
Honda,White,58708.0,4.0,"$6,412.00"
,Red,83876.0,4.0,"$5,799.00"
Nissan,,218974.0,4.0,"$2,277.00"
Toyota,,56431.0,,"$5,875.00"
Toyota,White,51888.0,4.0,"$9,276.00"
Honda,Red,85379.0,4.0,"$5,984.00"
Toyota,White,57728.0,4.0,"$5,815.00"
Toyota,,39597.0,4.0,"$9,519.00"
BMW,Black,8756.0,5.0,"$23,507.00"
Toyota,Blue,64510.0,3.0,"$6,257.00"
Honda,Red,84821.0,4.0,"$4,745.00"
Toyota,Green,,4.0,"$4,129.00"
Toyota,White,29338.0,4.0,"$9,407.00"
BMW,Black,12804.0,4.0,"$22,026.00"
Honda,Blue,56456.0,4.0,"$6,204.00"
Honda,White,56892.0,4.0,"$7,401.00"
Toyota,White,214550.0,,"$2,615.00"
Toyota,White,28429.0,4.0,"$10,230.00"
Toyota,White,63553.0,4.0,"$3,664.00"
,Blue,63401.0,4.0,
Toyota,White,154231.0,4.0,"$3,998.00"
Toyota,Green,58138.0,4.0,"$4,486.00"
Toyota,Green,61847.0,,"$4,633.00"
,Green,60254.0,4.0,"$6,719.00"
Nissan,White,219224.0,4.0,"$4,042.00"
Honda,Red,89537.0,,"$2,127.00"
BMW,Black,10297.0,5.0,"$23,055.00"
,White,146510.0,4.0,"$4,632.00"
Toyota,White,32980.0,4.0,"$9,420.00"
Toyota,Blue,55361.0,4.0,"$6,180.00"
Honda,White,62591.0,4.0,
Toyota,White,152588.0,4.0,"$5,557.00"
Nissan,White,212861.0,4.0,"$5,297.00"
Toyota,Black,0.0,5.0,"$20,907.00"
Toyota,White,31409.0,4.0,"$9,645.00"
Toyota,Blue,61911.0,,"$8,237.00"
Honda,Blue,54056.0,4.0,"$8,070.00"
Toyota,White,31341.0,4.0,"$9,288.00"
Toyota,White,27276.0,4.0,"$10,631.00"
Toyota,White,81054.0,4.0,"$3,815.00"
Toyota,White,79147.0,4.0,"$7,618.00"
Nissan,White,213176.0,4.0,"$2,612.00"
BMW,Black,13186.0,5.0,"$22,344.00"
,White,63925.0,,"$7,854.00"
Toyota,White,65742.0,4.0,"$7,278.00"
Toyota,White,160154.0,4.0,"$5,126.00"
,Red,88081.0,4.0,"$4,842.00"
Honda,White,61780.0,4.0,"$7,945.00"
Toyota,White,32746.0,4.0,"$7,520.00"
Toyota,Green,71028.0,4.0,"$5,546.00"
BMW,Black,12837.0,5.0,"$20,493.00"
Toyota,White,33060.0,4.0,"$9,800.00"
Honda,Blue,63906.0,4.0,"$6,743.00"
Toyota,White,218049.0,4.0,"$6,859.00"
Toyota,White,47044.0,4.0,"$7,851.00"
Toyota,White,,4.0,"$6,941.00"
Honda,White,59425.0,4.0,"$8,558.00"
Honda,Blue,55483.0,4.0,"$6,812.00"
Toyota,White,56800.0,4.0,
BMW,Black,3084.0,5.0,"$24,112.00"
Toyota,Blue,54356.0,4.0,"$7,009.00"
BMW,Black,6791.0,4.0,"$21,978.00"
Nissan,White,209212.0,4.0,"$2,546.00"
Honda,White,62003.0,4.0,"$8,662.00"
Honda,Blue,56965.0,4.0,"$8,061.00"
Honda,White,62658.0,4.0,"$7,009.00"
Honda,Blue,54722.0,4.0,"$6,226.00"
Nissan,White,218046.0,4.0,"$2,730.00"
Honda,White,,4.0,"$4,051.00"
Toyota,Blue,63053.0,,"$7,110.00"
,White,152920.0,4.0,"$5,418.00"
Honda,Red,84989.0,4.0,"$6,680.00"
Nissan,White,213739.0,4.0,
Honda,Red,88967.0,4.0,
Toyota,White,55772.0,4.0,"$8,767.00"
Nissan,White,209465.0,,"$3,046.00"
Toyota,White,154407.0,4.0,"$5,604.00"
Toyota,White,35766.0,4.0,"$6,043.00"
Toyota,White,149978.0,,"$4,412.00"
Honda,Blue,61223.0,4.0,
Honda,Blue,57809.0,,"$6,223.00"
,White,150393.0,4.0,"$3,664.00"
Nissan,White,211847.0,4.0,"$5,323.00"
Toyota,White,,4.0,"$3,631.00"
Toyota,White,,4.0,"$3,611.00"
Toyota,Red,85174.0,4.0,"$4,293.00"
Honda,Blue,66948.0,4.0,"$6,559.00"
Toyota,,62980.0,4.0,"$4,335.00"
Toyota,White,56482.0,4.0,"$5,760.00"
Toyota,Green,70933.0,4.0,"$4,526.00"
,Black,16799.0,5.0,"$22,779.00"
Toyota,Green,60643.0,4.0,"$5,415.00"
Toyota,,59227.0,4.0,"$8,104.00"
Toyota,Green,66141.0,4.0,"$1,949.00"
BMW,White,6293.0,5.0,"$21,698.00"
Toyota,White,38375.0,4.0,"$10,350.00"
Toyota,White,60510.0,4.0,"$6,570.00"
Toyota,White,63731.0,4.0,"$7,416.00"
BMW,Black,12335.0,5.0,"$4,746.00"
Toyota,,33436.0,4.0,"$9,299.00"
Toyota,Green,70500.0,4.0,"$6,550.00"
Toyota,Green,71839.0,4.0,"$6,625.00"
,White,60781.0,4.0,"$6,756.00"
Honda,White,57946.0,4.0,"$6,327.00"
Honda,White,60423.0,4.0,"$6,142.00"
Nissan,White,213918.0,4.0,"$4,798.00"
Toyota,White,150791.0,4.0,"$3,135.00"
Honda,Blue,57279.0,4.0,"$7,204.00"
Toyota,White,36190.0,4.0,"$10,139.00"
BMW,Black,11993.0,5.0,"$20,395.00"
Toyota,White,60128.0,4.0,"$6,898.00"
Honda,Blue,49717.0,4.0,"$6,945.00"
Toyota,White,27745.0,4.0,"$9,344.00"
BMW,White,16780.0,4.0,"$19,778.00"
Honda,White,56746.0,4.0,"$5,283.00"
Honda,Red,89810.0,4.0,"$4,596.00"
Honda,White,60638.0,,"$5,940.00"
Toyota,White,56876.0,4.0,"$10,948.00"
Honda,Blue,68223.0,4.0,"$7,696.00"
,Red,92130.0,4.0,"$2,560.00"
Toyota,Blue,62792.0,4.0,"$7,816.00"
Toyota,,37250.0,4.0,"$8,511.00"
Toyota,Green,60100.0,4.0,"$3,057.00"
Toyota,White,30941.0,4.0,"$8,364.00"
Toyota,White,57374.0,4.0,"$6,848.00"
BMW,Black,15761.0,5.0,"$21,530.00"
Honda,,65590.0,4.0,"$6,627.00"
Honda,Red,95915.0,4.0,"$4,553.00"
Toyota,,35090.0,4.0,"$10,874.00"
Toyota,White,158156.0,4.0,"$3,815.00"
Toyota,,66950.0,4.0,"$7,346.00"
BMW,Black,,5.0,"$22,013.00"
Nissan,White,,4.0,"$3,177.00"
Toyota,Blue,60618.0,3.0,"$6,526.00"
BMW,Black,8464.0,5.0,"$21,950.00"
Toyota,,61035.0,4.0,"$6,356.00"
Toyota,Green,58083.0,4.0,
Nissan,White,209406.0,4.0,"$3,162.00"
BMW,Black,6834.0,5.0,
BMW,White,11607.0,5.0,"$22,207.00"
Toyota,White,209056.0,,"$2,785.00"
Toyota,White,37981.0,4.0,"$9,446.00"
Toyota,Black,19621.0,5.0,"$21,690.00"
Honda,White,61518.0,4.0,"$9,803.00"
Toyota,White,56712.0,4.0,"$7,773.00"
Toyota,Black,21360.0,,"$23,324.00"
Honda,White,52378.0,,"$9,012.00"
Toyota,White,54968.0,4.0,"$9,139.00"
Honda,Red,85009.0,,"$7,342.00"
Nissan,White,202426.0,4.0,"$3,107.00"
Toyota,White,57765.0,4.0,"$10,075.00"
BMW,Black,13424.0,5.0,"$21,550.00"
Toyota,Blue,59690.0,3.0,"$6,144.00"
Nissan,White,207570.0,4.0,
Toyota,Blue,53231.0,4.0,"$6,799.00"
Toyota,White,23760.0,,"$9,656.00"
Toyota,Blue,53382.0,4.0,"$6,789.00"
Toyota,White,66851.0,4.0,"$6,619.00"
,Blue,54658.0,3.0,"$6,677.00"
Honda,Blue,53263.0,4.0,"$6,388.00"
Toyota,White,57650.0,4.0,"$6,566.00"
Nissan,White,216134.0,4.0,"$7,658.00"
Toyota,Blue,57318.0,3.0,"$7,671.00"
BMW,Black,24283.0,5.0,"$21,653.00"
,White,57397.0,4.0,"$6,610.00"
BMW,Black,20254.0,5.0,"$22,959.00"
Toyota,White,,4.0,"$7,853.00"
Toyota,White,150063.0,4.0,"$4,379.00"
Toyota,White,68795.0,4.0,"$4,930.00"
Toyota,Green,60508.0,4.0,"$5,000.00"
Toyota,White,33207.0,4.0,"$8,416.00"
Toyota,Green,61065.0,4.0,"$4,489.00"
Honda,White,55741.0,4.0,"$6,266.00"
Toyota,Green,67150.0,4.0,"$7,893.00"
BMW,Black,,5.0,"$22,037.00"
,White,60477.0,4.0,"$7,807.00"
Toyota,White,,4.0,"$3,938.00"
Toyota,Blue,64565.0,3.0,"$8,783.00"
Toyota,White,208942.0,4.0,
Toyota,Blue,62977.0,3.0,"$7,964.00"
Toyota,White,148673.0,4.0,"$3,914.00"
Nissan,White,215344.0,4.0,"$1,733.00"
Honda,White,61823.0,4.0,"$8,624.00"
BMW,Black,18994.0,5.0,"$20,860.00"
Toyota,Green,60564.0,4.0,"$7,127.00"
Toyota,White,145037.0,4.0,"$5,127.00"
Honda,Red,93983.0,4.0,"$5,529.00"
Toyota,Blue,52325.0,,"$7,056.00"
Honda,Blue,63883.0,4.0,"$5,993.00"
Toyota,Green,61524.0,4.0,"$4,829.00"
Toyota,White,64482.0,4.0,"$6,395.00"
BMW,Black,,5.0,"$22,922.00"
,White,56594.0,4.0,"$6,292.00"
Toyota,Blue,52815.0,3.0,"$8,571.00"
,White,59386.0,4.0,
Toyota,White,,4.0,"$9,009.00"
Honda,White,60782.0,4.0,"$6,504.00"
Honda,White,57314.0,4.0,"$8,182.00"
Toyota,Blue,64666.0,3.0,"$6,324.00"
BMW,Black,13162.0,5.0,"$21,966.00"
Toyota,Blue,61279.0,3.0,"$7,216.00"
BMW,Black,17530.0,4.0,"$8,194.00"
Toyota,White,58245.0,4.0,"$2,847.00"
Toyota,Blue,53718.0,3.0,"$7,645.00"
Toyota,Green,61095.0,,"$6,060.00"
Honda,Red,82907.0,4.0,"$4,737.00"
Toyota,Blue,63346.0,3.0,"$6,268.00"
Toyota,Blue,61708.0,3.0,"$6,292.00"
Toyota,Blue,59588.0,3.0,"$8,296.00"
Nissan,White,,4.0,"$3,507.00"
Honda,Red,88972.0,4.0,"$4,778.00"
Toyota,White,,4.0,"$6,729.00"
Toyota,White,35327.0,4.0,"$8,953.00"
Toyota,Red,88825.0,4.0,"$5,435.00"
Toyota,Blue,61838.0,3.0,"$7,548.00"
Toyota,Blue,59522.0,4.0,"$5,644.00"
Nissan,White,222073.0,4.0,"$6,738.00"
,Blue,66059.0,3.0,
,Green,,4.0,"$3,689.00"
Toyota,White,58337.0,4.0,"$7,329.00"
Toyota,,55278.0,4.0,
Toyota,White,62488.0,4.0,"$8,912.00"
Toyota,White,140261.0,4.0,"$4,197.00"
BMW,Black,60573.0,5.0,"$20,300.00"
Toyota,White,64182.0,4.0,"$5,191.00"
Honda,Red,85135.0,4.0,"$4,349.00"
Toyota,White,35844.0,4.0,"$9,330.00"
Honda,White,59963.0,4.0,"$6,463.00"
Toyota,White,59593.0,4.0,"$7,427.00"
Toyota,White,45253.0,4.0,"$7,253.00"
BMW,Black,12868.0,5.0,"$23,344.00"
Honda,Blue,53444.0,4.0,"$6,682.00"
Honda,White,60058.0,4.0,"$7,019.00"
Toyota,White,62832.0,4.0,"$3,819.00"
Nissan,,215914.0,4.0,"$4,123.00"
Toyota,Blue,68067.0,4.0,"$7,663.00"
Nissan,White,213827.0,4.0,"$3,481.00"
Honda,White,,4.0,"$6,867.00"
Toyota,White,25020.0,4.0,"$8,508.00"
Honda,White,57215.0,4.0,"$7,803.00"
Toyota,White,55484.0,4.0,
Honda,Red,83243.0,4.0,"$3,909.00"
Honda,Red,84161.0,4.0,"$6,459.00"
Nissan,White,214704.0,4.0,"$3,249.00"
Nissan,White,207321.0,4.0,"$5,162.00"
Honda,Blue,48714.0,4.0,"$6,150.00"
Toyota,Blue,57182.0,,"$8,129.00"
BMW,Black,4813.0,5.0,"$22,337.00"
Toyota,White,55205.0,,"$8,590.00"
Toyota,White,34285.0,4.0,"$9,890.00"
Toyota,Blue,66422.0,3.0,"$4,974.00"
Nissan,White,214812.0,4.0,"$3,899.00"
Nissan,White,209195.0,4.0,"$2,244.00"
Nissan,White,225708.0,,"$2,504.00"
Toyota,Blue,66700.0,3.0,"$6,399.00"
Toyota,White,67848.0,4.0,"$7,892.00"
Honda,Red,91912.0,4.0,
Nissan,White,,4.0,"$8,447.00"
BMW,Black,12908.0,5.0,"$21,653.00"
Honda,Red,87753.0,4.0,
Nissan,White,63289.0,4.0,"$4,044.00"
Toyota,Blue,63834.0,3.0,"$8,203.00"
Honda,Blue,60371.0,4.0,"$7,274.00"
Toyota,Green,48598.0,4.0,"$5,181.00"
Honda,Blue,55164.0,4.0,"$4,762.00"
Toyota,White,54723.0,4.0,"$5,594.00"
BMW,Black,10192.0,5.0,"$22,041.00"
Honda,,71433.0,4.0,"$8,202.00"
Toyota,White,57944.0,3.0,"$6,652.00"
Toyota,White,,4.0,"$8,598.00"
Honda,White,62679.0,4.0,"$8,011.00"
Honda,Red,84969.0,4.0,"$5,865.00"
BMW,White,20185.0,4.0,"$22,460.00"
Honda,Blue,57843.0,4.0,"$7,525.00"
Honda,Red,97844.0,4.0,"$7,662.00"
BMW,White,6025.0,5.0,"$22,853.00"
Honda,White,58423.0,4.0,
BMW,Black,8616.0,5.0,"$21,939.00"
Honda,White,56607.0,4.0,"$6,110.00"
Toyota,,151832.0,4.0,"$3,036.00"
Toyota,Green,55948.0,4.0,"$5,087.00"
Nissan,White,217350.0,4.0,"$3,168.00"
BMW,Black,12586.0,5.0,"$21,836.00"
Honda,Blue,61476.0,4.0,"$7,530.00"
Honda,Red,99535.0,4.0,
Honda,Blue,68601.0,4.0,"$5,244.00"
Nissan,White,207305.0,4.0,"$1,858.00"
Toyota,White,67639.0,4.0,"$7,728.00"
Toyota,White,51979.0,4.0,"$8,949.00"
Toyota,Blue,,3.0,"$5,931.00"
Honda,Red,92000.0,4.0,"$5,869.00"
Toyota,White,28335.0,4.0,"$8,216.00"
Honda,Blue,59801.0,4.0,"$5,578.00"
Honda,White,62569.0,4.0,"$8,314.00"
Toyota,White,35672.0,4.0,"$9,479.00"
Toyota,White,,4.0,"$10,505.00"
