Make,Colour,Odometer,Doors,Price
Nissan,White,212281.0,4.0,5071.0
Honda,Blue,56988.0,4.0,8024.0
Toyota,White,30231.0,4.0,11514.0
Toyota,White,23110.0,4.0,8759.0
Toyota,Blue,58328.0,3.0,7171.0
Toyota,White,70370.0,4.0,9050.0
Honda,Blue,58464.0,4.0,6308.0
Honda,Red,97267.0,4.0,5516.0
Honda,Blue,58510.0,4.0,7575.0
Toyota,White,144049.0,4.0,5821.0
Toyota,White,64624.0,4.0,6527.0
Toyota,White,76042.0,4.0,7083.0
Honda,White,59115.0,4.0,7394.0
Toyota,Green,64495.0,4.0,5919.0
Nissan,White,206251.0,4.0,3253.0
Toyota,White,65373.0,4.0,5901.0
Toyota,White,140623.0,4.0,4307.0
Honda,Blue,71096.0,4.0,5836.0
Toyota,Blue,51379.0,3.0,5208.0
Toyota,Blue,62142.0,3.0,6534.0
Toyota,White,146867.0,,4737.0
Nissan,White,209087.0,4.0,1511.0
Nissan,White,210979.0,4.0,5059.0
Honda,White,60929.0,4.0,7192.0
Toyota,White,26916.0,,8669.0
Honda,Blue,67299.0,4.0,6974.0
Toyota,Blue,58726.0,4.0,6886.0
Toyota,White,37724.0,4.0,9501.0
Toyota,White,37230.0,4.0,10249.0
Toyota,White,31461.0,4.0,8306.0
Honda,White,52028.0,4.0,7955.0
Toyota,Blue,59984.0,,6541.0
Toyota,Blue,,3.0,8613.0
Honda,Blue,60071.0,,8145.0
Toyota,White,31676.0,4.0,10770.0
Toyota,White,,4.0,4952.0
Honda,Red,88309.0,4.0,6362.0
Toyota,White,151908.0,4.0,3951.0
Toyota,White,53514.0,4.0,5636.0
Toyota,White,157197.0,4.0,4106.0
Toyota,White,35487.0,4.0,8914.0
Nissan,White,225755.0,4.0,
Nissan,White,210658.0,4.0,2870.0
Nissan,White,57746.0,4.0,4370.0
Toyota,Green,50427.0,4.0,4465.0
Honda,Blue,61419.0,4.0,6378.0
Toyota,White,25173.0,4.0,10155.0
Toyota,Green,60355.0,4.0,5657.0
Toyota,White,62237.0,4.0,8036.0
Nissan,White,208948.0,4.0,7074.0
Toyota,White,68928.0,4.0,8210.0
Honda,Blue,59913.0,4.0,6198.0
Toyota,White,146451.0,4.0,4134.0
Toyota,White,35881.0,4.0,7262.0
Toyota,White,62325.0,4.0,
Toyota,,68312.0,4.0,7760.0
BMW,Black,15167.0,5.0,8221.0
Toyota,Blue,61784.0,3.0,7354.0
Honda,White,59999.0,4.0,8693.0
Toyota,Green,56147.0,4.0,5659.0
Toyota,White,35983.0,4.0,9171.0
Nissan,White,206374.0,4.0,3967.0
Honda,White,55739.0,4.0,6294.0
Toyota,Green,55063.0,4.0,5504.0
Nissan,White,69584.0,4.0,3340.0
Nissan,White,55345.0,4.0,3595.0
Toyota,White,,,6755.0
Toyota,Blue,58748.0,3.0,6470.0
Toyota,White,149290.0,4.0,4824.0
Honda,White,67884.0,4.0,6292.0
Honda,Red,91420.0,4.0,4236.0
Honda,White,85269.0,4.0,3862.0
BMW,Black,9917.0,5.0,22684.0
Honda,Blue,53684.0,4.0,6723.0
Toyota,White,62941.0,4.0,6230.0
Nissan,White,211083.0,4.0,2039.0
Honda,White,56999.0,,6299.0
BMW,Black,,5.0,21018.0
Honda,Red,79453.0,4.0,5120.0
Toyota,White,53858.0,4.0,5394.0
Honda,White,55543.0,4.0,10175.0
,White,51384.0,4.0,9121.0
Toyota,White,56585.0,4.0,6630.0
Toyota,White,143859.0,4.0,3109.0
Toyota,White,69848.0,4.0,4364.0
Nissan,White,209764.0,4.0,4044.0
Toyota,White,56564.0,4.0,7227.0
Toyota,White,145661.0,4.0,4810.0
Honda,Blue,57190.0,4.0,6345.0
Toyota,White,156015.0,4.0,6770.0
Honda,Red,52413.0,4.0,3635.0
Toyota,,147829.0,4.0,1447.0
Toyota,White,,4.0,10198.0
Toyota,Green,64130.0,4.0,3230.0
Toyota,Blue,61241.0,3.0,6728.0
Honda,White,60917.0,,8092.0
Honda,Red,91740.0,4.0,6920.0
Toyota,White,157972.0,4.0,2493.0
Honda,Blue,56985.0,4.0,7312.0
Honda,Red,86042.0,4.0,4203.0
Toyota,Green,65618.0,4.0,4900.0
Toyota,,71825.0,4.0,3913.0
Toyota,White,30578.0,4.0,6074.0
BMW,Black,853.0,5.0,22614.0
Toyota,Blue,,3.0,7065.0
Toyota,Blue,63212.0,3.0,6521.0
Honda,Blue,66708.0,4.0,7446.0
Honda,Red,93619.0,4.0,5270.0
Toyota,White,56608.0,4.0,6193.0
BMW,Black,13272.0,5.0,22223.0
Toyota,Green,57045.0,4.0,4929.0
,White,59741.0,3.0,7138.0
Toyota,White,49424.0,4.0,5628.0
Nissan,White,210911.0,4.0,3052.0
Toyota,White,24325.0,4.0,7323.0
Toyota,Blue,61670.0,4.0,6497.0
Nissan,White,213297.0,4.0,3893.0
Honda,White,58572.0,4.0,7166.0
Honda,Blue,57242.0,4.0,6297.0
Honda,Red,81794.0,4.0,
Toyota,Blue,56744.0,3.0,7499.0
Toyota,White,149066.0,4.0,4885.0
Honda,Blue,54134.0,4.0,5197.0
Toyota,White,61726.0,4.0,7953.0
Toyota,White,153484.0,4.0,2037.0
Toyota,Blue,58976.0,4.0,8122.0
BMW,Black,11800.0,5.0,20229.0
Toyota,White,29875.0,4.0,10635.0
Toyota,White,151040.0,4.0,4322.0
Toyota,White,60375.0,4.0,
Toyota,White,39149.0,4.0,10940.0
Honda,Red,84867.0,4.0,6167.0
Toyota,White,145778.0,4.0,3503.0
Toyota,Blue,68795.0,4.0,8299.0
Nissan,White,216040.0,4.0,5931.0
Toyota,Blue,59464.0,3.0,6278.0
Honda,White,61441.0,4.0,7011.0
Honda,Red,90792.0,4.0,6446.0
,Red,94641.0,4.0,4116.0
Toyota,Blue,49067.0,3.0,8821.0
Toyota,White,58927.0,4.0,6219.0
Honda,Blue,55399.0,4.0,5023.0
Toyota,White,29367.0,4.0,10066.0
Toyota,White,,4.0,3666.0
Honda,Red,85477.0,4.0,4932.0
Honda,White,60038.0,4.0,7530.0
Toyota,White,61495.0,4.0,7873.0
Honda,Blue,57834.0,4.0,7857.0
Toyota,White,160864.0,4.0,3255.0
Toyota,White,144616.0,4.0,5617.0
Toyota,White,36305.0,4.0,8580.0
Toyota,White,143124.0,4.0,3763.0
Toyota,White,59547.0,4.0,7068.0
Toyota,Blue,53612.0,3.0,6859.0
BMW,Black,15842.0,5.0,6738.0
Honda,Blue,66272.0,4.0,7003.0
Toyota,White,62170.0,4.0,3583.0
,Blue,61923.0,3.0,
Honda,White,61650.0,4.0,6923.0
Toyota,White,67104.0,4.0,4943.0
Honda,,59103.0,4.0,6895.0
BMW,Black,14102.0,,22567.0
Toyota,White,149519.0,4.0,4529.0
Toyota,White,60362.0,4.0,6583.0
Toyota,Green,48805.0,4.0,5812.0
Toyota,Blue,61314.0,3.0,5518.0
Nissan,White,214276.0,4.0,3627.0
Honda,Blue,68341.0,4.0,6381.0
Toyota,Green,56731.0,4.0,4705.0
Honda,Red,83187.0,4.0,
Toyota,White,154499.0,4.0,3263.0
Toyota,Blue,60631.0,3.0,8260.0
Honda,White,58708.0,4.0,6412.0
,Red,83876.0,4.0,5799.0
Nissan,,218974.0,4.0,2277.0
Toyota,,56431.0,,5875.0
Toyota,White,51888.0,4.0,9276.0
Honda,Red,85379.0,4.0,5984.0
Toyota,White,57728.0,4.0,5815.0
Toyota,,39597.0,4.0,9519.0
BMW,Black,8756.0,5.0,23507.0
Toyota,Blue,64510.0,3.0,6257.0
Honda,Red,84821.0,4.0,4745.0
Toyota,Green,,4.0,4129.0
Toyota,White,29338.0,4.0,9407.0
BMW,Black,12804.0,4.0,22026.0
Honda,Blue,56456.0,4.0,6204.0
Honda,White,56892.0,4.0,7401.0
Toyota,White,214550.0,,2615.0
Toyota,White,28429.0,4.0,10230.0
Toyota,White,63553.0,4.0,3664.0
,Blue,63401.0,4.0,
Toyota,White,154231.0,4.0,3998.0
Toyota,Green,58138.0,4.0,4486.0
Toyota,Green,61847.0,,4633.0
,Green,60254.0,4.0,6719.0
Nissan,White,219224.0,4.0,4042.0
Honda,Red,89537.0,,2127.0
BMW,Black,10297.0,5.0,23055.0
,White,146510.0,4.0,4632.0
Toyota,White,32980.0,4.0,9420.0
Toyota,Blue,55361.0,4.0,6180.0
Honda,White,62591.0,4.0,
Toyota,White,152588.0,4.0,5557.0
Nissan,White,212861.0,4.0,5297.0
Toyota,Black,0.0,5.0,20907.0
Toyota,White,31409.0,4.0,9645.0
Toyota,Blue,61911.0,,8237.0
Honda,Blue,54056.0,4.0,8070.0
Toyota,White,31341.0,4.0,9288.0
Toyota,White,27276.0,4.0,10631.0
Toyota,White,81054.0,4.0,3815.0
Toyota,White,79147.0,4.0,7618.0
Nissan,White,213176.0,4.0,2612.0
BMW,Black,13186.0,5.0,22344.0
,White,63925.0,,7854.0
Toyota,White,65742.0,4.0,7278.0
Toyota,White,160154.0,4.0,5126.0
,Red,88081.0,4.0,4842.0
Honda,White,61780.0,4.0,7945.0
Toyota,White,32746.0,4.0,7520.0
Toyota,Green,71028.0,4.0,5546.0
BMW,Black,12837.0,5.0,20493.0
Toyota,White,33060.0,4.0,9800.0
Honda,Blue,63906.0,4.0,6743.0
Toyota,White,218049.0,4.0,6859.0
Toyota,White,47044.0,4.0,7851.0
Toyota,White,,4.0,6941.0
Honda,White,59425.0,4.0,8558.0
Honda,Blue,55483.0,4.0,6812.0
Toyota,White,56800.0,4.0,
BMW,Black,3084.0,5.0,24112.0
Toyota,Blue,54356.0,4.0,7009.0
BMW,Black,6791.0,4.0,21978.0
Nissan,White,209212.0,4.0,2546.0
Honda,White,62003.0,4.0,8662.0
Honda,Blue,56965.0,4.0,8061.0
Honda,White,62658.0,4.0,7009.0
Honda,Blue,54722.0,4.0,6226.0
Nissan,White,218046.0,4.0,2730.0
Honda,White,,4.0,4051.0
Toyota,Blue,63053.0,,7110.0
,White,152920.0,4.0,5418.0
Honda,Red,84989.0,4.0,6680.0
Nissan,White,213739.0,4.0,
Honda,Red,88967.0,4.0,
Toyota,White,55772.0,4.0,8767.0
Nissan,White,209465.0,,3046.0
Toyota,White,154407.0,4.0,5604.0
Toyota,White,35766.0,4.0,6043.0
Toyota,White,149978.0,,4412.0
Honda,Blue,61223.0,4.0,
Honda,Blue,57809.0,,6223.0
,White,150393.0,4.0,3664.0
Nissan,White,211847.0,4.0,5323.0
Toyota,White,,4.0,3631.0
Toyota,White,,4.0,3611.0
Toyota,Red,85174.0,4.0,4293.0
Honda,Blue,66948.0,4.0,6559.0
Toyota,,62980.0,4.0,4335.0
Toyota,White,56482.0,4.0,5760.0
Toyota,Green,70933.0,4.0,4526.0
,Black,16799.0,5.0,22779.0
Toyota,Green,60643.0,4.0,5415.0
Toyota,,59227.0,4.0,8104.0
Toyota,Green,66141.0,4.0,1949.0
BMW,White,6293.0,5.0,21698.0
Toyota,White,38375.0,4.0,10350.0
Toyota,White,60510.0,4.0,6570.0
Toyota,White,63731.0,4.0,7416.0
BMW,Black,12335.0,5.0,4746.0
Toyota,,33436.0,4.0,9299.0
Toyota,Green,70500.0,4.0,6550.0
Toyota,Green,71839.0,4.0,6625.0
,White,60781.0,4.0,6756.0
Honda,White,57946.0,4.0,6327.0
Honda,White,60423.0,4.0,6142.0
Nissan,White,213918.0,4.0,4798.0
Toyota,White,150791.0,4.0,3135.0
Honda,Blue,57279.0,4.0,7204.0
Toyota,White,36190.0,4.0,10139.0
BMW,Black,11993.0,5.0,20395.0
Toyota,White,60128.0,4.0,6898.0
Honda,Blue,49717.0,4.0,6945.0
Toyota,White,27745.0,4.0,9344.0
BMW,White,16780.0,4.0,19778.0
Honda,White,56746.0,4.0,5283.0
Honda,Red,89810.0,4.0,4596.0
Honda,White,60638.0,,5940.0
Toyota,White,56876.0,4.0,10948.0
Honda,Blue,68223.0,4.0,7696.0
,Red,92130.0,4.0,2560.0
Toyota,Blue,62792.0,4.0,7816.0
Toyota,,37250.0,4.0,8511.0
Toyota,Green,60100.0,4.0,3057.0
Toyota,White,30941.0,4.0,8364.0
Toyota,White,57374.0,4.0,6848.0
BMW,Black,15761.0,5.0,21530.0
Honda,,65590.0,4.0,6627.0
Honda,Red,95915.0,4.0,4553.0
Toyota,,35090.0,4.0,10874.0
Toyota,White,158156.0,4.0,3815.0
Toyota,,66950.0,4.0,7346.0
BMW,Black,,5.0,22013.0
Nissan,White,,4.0,3177.0
Toyota,Blue,60618.0,3.0,6526.0
BMW,Black,8464.0,5.0,21950.0
Toyota,,61035.0,4.0,6356.0
Toyota,Green,58083.0,4.0,
Nissan,White,209406.0,4.0,3162.0
BMW,Black,6834.0,5.0,
BMW,White,11607.0,5.0,22207.0
Toyota,White,209056.0,,2785.0
Toyota,White,37981.0,4.0,9446.0
Toyota,Black,19621.0,5.0,21690.0
Honda,White,61518.0,4.0,9803.0
Toyota,White,56712.0,4.0,7773.0
Toyota,Black,21360.0,,23324.0
Honda,White,52378.0,,9012.0
Toyota,White,54968.0,4.0,9139.0
Honda,Red,85009.0,,7342.0
Nissan,White,202426.0,4.0,3107.0
Toyota,White,57765.0,4.0,10075.0
BMW,Black,13424.0,5.0,21550.0
Toyota,Blue,59690.0,3.0,6144.0
Nissan,White,207570.0,4.0,
Toyota,Blue,53231.0,4.0,6799.0
Toyota,White,23760.0,,9656.0
Toyota,Blue,53382.0,4.0,6789.0
Toyota,White,66851.0,4.0,6619.0
,Blue,54658.0,3.0,6677.0
Honda,Blue,53263.0,4.0,6388.0
Toyota,White,57650.0,4.0,6566.0
Nissan,White,216134.0,4.0,7658.0
Toyota,Blue,57318.0,3.0,7671.0
BMW,Black,24283.0,5.0,21653.0
,White,57397.0,4.0,6610.0
BMW,Black,20254.0,5.0,22959.0
Toyota,White,,4.0,7853.0
Toyota,White,150063.0,4.0,4379.0
Toyota,White,68795.0,4.0,4930.0
Toyota,Green,60508.0,4.0,5000.0
Toyota,White,33207.0,4.0,8416.0
Toyota,Green,61065.0,4.0,4489.0
Honda,White,55741.0,4.0,6266.0
Toyota,Green,67150.0,4.0,7893.0
BMW,Black,,5.0,22037.0
,White,60477.0,4.0,7807.0
Toyota,White,,4.0,3938.0
Toyota,Blue,64565.0,3.0,8783.0
Toyota,White,208942.0,4.0,
Toyota,Blue,62977.0,3.0,7964.0
Toyota,White,148673.0,4.0,3914.0
Nissan,White,215344.0,4.0,1733.0
Honda,White,61823.0,4.0,8624.0
BMW,Black,18994.0,5.0,20860.0
Toyota,Green,60564.0,4.0,7127.0
Toyota,White,145037.0,4.0,5127.0
Honda,Red,93983.0,4.0,5529.0
Toyota,Blue,52325.0,,7056.0
Honda,Blue,63883.0,4.0,5993.0
Toyota,Green,61524.0,4.0,4829.0
Toyota,White,64482.0,4.0,6395.0
BMW,Black,,5.0,22922.0
,White,56594.0,4.0,6292.0
Toyota,Blue,52815.0,3.0,8571.0
,White,59386.0,4.0,
Toyota,White,,4.0,9009.0
Honda,White,60782.0,4.0,6504.0
Honda,White,57314.0,4.0,8182.0
Toyota,Blue,64666.0,3.0,6324.0
BMW,Black,13162.0,5.0,21966.0
Toyota,Blue,61279.0,3.0,7216.0
BMW,Black,17530.0,4.0,8194.0
Toyota,White,58245.0,4.0,2847.0
Toyota,Blue,53718.0,3.0,7645.0
Toyota,Green,61095.0,,6060.0
Honda,Red,82907.0,4.0,4737.0
Toyota,Blue,63346.0,3.0,6268.0
Toyota,Blue,61708.0,3.0,6292.0
Toyota,Blue,59588.0,3.0,8296.0
Nissan,White,,4.0,3507.0
Honda,Red,88972.0,4.0,4778.0
Toyota,White,,4.0,6729.0
Toyota,White,35327.0,4.0,8953.0
Toyota,Red,88825.0,4.0,5435.0
Toyota,Blue,61838.0,3.0,7548.0
Toyota,Blue,59522.0,4.0,5644.0
Nissan,White,222073.0,4.0,6738.0
,Blue,66059.0,3.0,
,Green,,4.0,3689.0
Toyota,White,58337.0,4.0,7329.0
Toyota,,55278.0,4.0,
Toyota,White,62488.0,4.0,8912.0
Toyota,White,140261.0,4.0,4197.0
BMW,Black,60573.0,5.0,20300.0
Toyota,White,64182.0,4.0,5191.0
Honda,Red,85135.0,4.0,4349.0
Toyota,White,35844.0,4.0,9330.0
Honda,White,59963.0,4.0,6463.0
Toyota,White,59593.0,4.0,7427.0
Toyota,White,45253.0,4.0,7253.0
BMW,Black,12868.0,5.0,23344.0
Honda,Blue,53444.0,4.0,6682.0
Honda,White,60058.0,4.0,7019.0
Toyota,White,62832.0,4.0,3819.0
Nissan,,215914.0,4.0,4123.0
Toyota,Blue,68067.0,4.0,7663.0
Nissan,White,213827.0,4.0,3481.0
Honda,White,,4.0,6867.0
Toyota,White,25020.0,4.0,8508.0
Honda,White,57215.0,4.0,7803.0
Toyota,White,55484.0,4.0,
Honda,Red,83243.0,4.0,3909.0
Honda,Red,84161.0,4.0,6459.0
Nissan,White,214704.0,4.0,3249.0
Nissan,White,207321.0,4.0,5162.0
Honda,Blue,48714.0,4.0,6150.0
Toyota,Blue,57182.0,,8129.0
BMW,Black,4813.0,5.0,22337.0
Toyota,White,55205.0,,8590.0
Toyota,White,34285.0,4.0,9890.0
Toyota,Blue,66422.0,3.0,4974.0
Nissan,White,214812.0,4.0,3899.0
Nissan,White,209195.0,4.0,2244.0
Nissan,White,225708.0,,2504.0
Toyota,Blue,66700.0,3.0,6399.0
Toyota,White,67848.0,4.0,7892.0
Honda,Red,91912.0,4.0,
Nissan,White,,4.0,8447.0
BMW,Black,12908.0,5.0,21653.0
Honda,Red,87753.0,4.0,
Nissan,White,63289.0,4.0,4044.0
Toyota,Blue,63834.0,3.0,8203.0
Honda,Blue,60371.0,4.0,7274.0
Toyota,Green,48598.0,4.0,5181.0
Honda,Blue,55164.0,4.0,4762.0
Toyota,White,54723.0,4.0,5594.0
BMW,Black,10192.0,5.0,22041.0
Honda,,71433.0,4.0,8202.0
Toyota,White,57944.0,3.0,6652.0
Toyota,White,,4.0,8598.0
Honda,White,62679.0,4.0,8011.0
Honda,Red,84969.0,4.0,5865.0
BMW,White,20185.0,4.0,22460.0
Honda,Blue,57843.0,4.0,7525.0
Honda,Red,97844.0,4.0,7662.0
BMW,White,6025.0,5.0,22853.0
Honda,White,58423.0,4.0,
BMW,Black,8616.0,5.0,21939.0
Honda,White,56607.0,4.0,6110.0
Toyota,,151832.0,4.0,3036.0
Toyota,Green,55948.0,4.0,5087.0
Nissan,White,217350.0,4.0,3168.0
BMW,Black,12586.0,5.0,21836.0
Honda,Blue,61476.0,4.0,7530.0
Honda,Red,99535.0,4.0,
Honda,Blue,68601.0,4.0,5244.0
Nissan,White,207305.0,4.0,1858.0
Toyota,White,67639.0,4.0,7728.0
Toyota,White,51979.0,4.0,8949.0
Toyota,Blue,,3.0,5931.0
Honda,Red,92000.0,4.0,5869.0
Toyota,White,28335.0,4.0,8216.0
Honda,Blue,59801.0,4.0,5578.0
Honda,White,62569.0,4.0,8314.0
Toyota,White,35672.0,4.0,9479.0
Toyota,White,,4.0,10505.0
Honda,Red,83824.0,4.0,5909.0
Honda,Blue,58202.0,4.0,7556.0
Toyota,White,57180.0,4.0,7412.0
Nissan,White,214220.0,4.0,1905.0
Toyota,,54149.0,3.0,6811.0
Toyota,White,62141.0,4.0,7216.0
Toyota,White,66855.0,4.0,7820.0
Nissan,White,212891.0,4.0,3101.0
,Green,59228.0,4.0,
Honda,Red,91854.0,4.0,4185.0
BMW,Black,10183.0,5.0,21335.0
Toyota,White,59942.0,4.0,8831.0
BMW,Black,22341.0,5.0,21931.0
BMW,Black,10022.0,4.0,20691.0
Toyota,Blue,64441.0,3.0,9772.0
Toyota,Green,61545.0,4.0,4014.0
Toyota,White,53320.0,4.0,5741.0
,Black,14219.0,5.0,22665.0
BMW,Black,5620.0,5.0,20976.0
Honda,Red,96637.0,4.0,4261.0
Toyota,White,19105.0,4.0,9235.0
Toyota,Green,66718.0,4.0,2652.0
Toyota,Red,90300.0,4.0,3114.0
Toyota,White,40810.0,4.0,7905.0
Toyota,Blue,53156.0,3.0,8061.0
Toyota,White,35732.0,4.0,
Toyota,White,30963.0,4.0,11389.0
Honda,White,54194.0,4.0,8047.0
Toyota,White,,4.0,7267.0
Toyota,White,51113.0,4.0,9380.0
Nissan,White,215745.0,4.0,3434.0
Toyota,Blue,55549.0,3.0,7480.0
Nissan,White,219738.0,4.0,2519.0
Honda,,60827.0,4.0,6273.0
Toyota,White,31140.0,4.0,9581.0
Toyota,White,32815.0,4.0,12288.0
Toyota,Blue,62918.0,3.0,
Toyota,White,61368.0,4.0,6753.0
Honda,Blue,56295.0,4.0,8496.0
Honda,Red,83350.0,4.0,7111.0
Honda,Blue,53646.0,,6193.0
Toyota,White,156386.0,4.0,2746.0
Toyota,White,65477.0,4.0,6702.0
,White,63093.0,4.0,6229.0
Honda,White,55816.0,4.0,8365.0
Toyota,Green,72604.0,4.0,8714.0
Nissan,White,213732.0,4.0,3417.0
Toyota,White,58029.0,4.0,5182.0
Toyota,White,151020.0,4.0,3219.0
Honda,Blue,56253.0,4.0,
,Blue,60802.0,3.0,6748.0
,Blue,56436.0,3.0,6439.0
Toyota,White,156371.0,4.0,1737.0
Nissan,White,211645.0,4.0,4530.0
Nissan,White,211625.0,4.0,3119.0
Honda,White,59313.0,4.0,7369.0
Toyota,White,36480.0,4.0,9025.0
Honda,Blue,,4.0,6475.0
Toyota,Blue,63611.0,4.0,
Toyota,White,29035.0,4.0,9267.0
Toyota,White,38948.0,4.0,9811.0
Toyota,White,18632.0,4.0,10549.0
Honda,White,,4.0,6942.0
Toyota,Blue,57198.0,3.0,5956.0
Toyota,Blue,57515.0,3.0,6770.0
Honda,Blue,59738.0,4.0,5467.0
Toyota,White,30403.0,4.0,8972.0
Toyota,White,66506.0,4.0,7297.0
Honda,Red,85090.0,4.0,4562.0
Toyota,White,152581.0,4.0,4618.0
Toyota,White,59914.0,4.0,7820.0
Toyota,White,150241.0,4.0,4414.0
Toyota,White,26954.0,4.0,9357.0
Nissan,White,205879.0,,3532.0
Nissan,White,213942.0,4.0,3281.0
Nissan,White,70363.0,4.0,2887.0
Toyota,Green,57996.0,4.0,5996.0
Honda,Blue,58416.0,4.0,7963.0
Toyota,White,30082.0,4.0,12497.0
Toyota,Green,51323.0,4.0,4500.0
Toyota,White,55376.0,,6417.0
Nissan,White,211152.0,4.0,7337.0
,White,59220.0,4.0,6521.0
Honda,Blue,53544.0,4.0,6425.0
Toyota,White,158639.0,4.0,3875.0
Toyota,White,38709.0,4.0,8829.0
Toyota,White,61307.0,4.0,
Toyota,White,58367.0,4.0,8113.0
BMW,Black,17449.0,5.0,7394.0
Toyota,Blue,66091.0,3.0,6585.0
Honda,White,58910.0,4.0,8346.0
Toyota,Green,66312.0,4.0,
Toyota,White,37786.0,4.0,8897.0
Nissan,White,214158.0,4.0,1268.0
Honda,White,56723.0,4.0,7357.0
Toyota,Green,57007.0,4.0,4295.0
,White,53862.0,4.0,3861.0
Nissan,White,62388.0,4.0,1589.0
Toyota,White,65093.0,,7230.0
Toyota,Blue,58384.0,3.0,5401.0
Toyota,White,146545.0,4.0,
Honda,White,61971.0,4.0,6356.0
Honda,,93527.0,4.0,4732.0
Honda,White,89891.0,4.0,5451.0
BMW,Black,7492.0,5.0,19921.0
Honda,Blue,,4.0,7177.0
Toyota,White,54866.0,4.0,5428.0
Nissan,White,215409.0,,2623.0
Honda,White,62991.0,4.0,6446.0
BMW,Black,9563.0,5.0,21040.0
Honda,Red,88684.0,4.0,5494.0
Toyota,White,53065.0,4.0,4826.0
Honda,White,51567.0,4.0,8753.0
,White,58322.0,4.0,5965.0
Toyota,White,58309.0,4.0,5693.0
Toyota,White,141480.0,4.0,3524.0
Toyota,White,59954.0,4.0,3978.0
Nissan,White,212850.0,4.0,3323.0
Toyota,White,62030.0,4.0,6627.0
Toyota,White,136027.0,4.0,3436.0
Honda,Blue,60334.0,4.0,7548.0
Toyota,White,153028.0,4.0,6797.0
,Red,59809.0,4.0,5373.0
Toyota,White,149991.0,4.0,4106.0
Toyota,White,66632.0,4.0,
Toyota,Green,47356.0,4.0,3572.0
Toyota,Blue,53352.0,3.0,6428.0
Honda,White,59926.0,4.0,7531.0
Honda,Red,82637.0,4.0,6636.0
Toyota,White,144018.0,4.0,5307.0
Honda,Blue,60957.0,4.0,7115.0
Honda,Red,77685.0,4.0,6617.0
,Green,,4.0,5534.0
Toyota,Green,61046.0,4.0,2886.0
Toyota,White,35875.0,4.0,7345.0
BMW,Black,11836.0,5.0,22785.0
Toyota,Blue,61824.0,3.0,7081.0
,Blue,60355.0,,7370.0
Honda,Blue,60792.0,,7225.0
Honda,Red,91355.0,4.0,4811.0
Toyota,White,62241.0,4.0,8793.0
BMW,Black,9875.0,5.0,21741.0
Toyota,Green,58378.0,4.0,5800.0
Toyota,White,,3.0,5757.0
Toyota,White,,4.0,7565.0
Nissan,White,214840.0,4.0,6368.0
Toyota,White,29054.0,4.0,8075.0
Toyota,Blue,55720.0,4.0,6550.0
Nissan,White,212349.0,4.0,3626.0
,White,63570.0,4.0,6838.0
Honda,Blue,55196.0,4.0,8413.0
Honda,Red,85297.0,4.0,3084.0
Toyota,Blue,59308.0,3.0,7777.0
Toyota,White,,4.0,4556.0
Honda,Blue,57340.0,4.0,5142.0
Toyota,White,62449.0,4.0,7257.0
Toyota,White,140714.0,4.0,3835.0
Toyota,Blue,51036.0,4.0,5929.0
BMW,Black,13996.0,5.0,22495.0
Toyota,White,36993.0,4.0,11527.0
Toyota,White,148698.0,4.0,4925.0
Toyota,White,58219.0,,5376.0
Toyota,White,40986.0,4.0,9025.0
Honda,Red,89205.0,4.0,4766.0
Toyota,White,152956.0,4.0,1762.0
Toyota,Blue,59867.0,4.0,6507.0
Nissan,White,222911.0,4.0,8446.0
Toyota,Blue,56975.0,3.0,7345.0
Honda,,61844.0,4.0,7244.0
Honda,Red,92797.0,4.0,6964.0
Honda,Red,84714.0,4.0,4846.0
Toyota,Blue,64417.0,3.0,9279.0
Toyota,White,,4.0,7829.0
Honda,Blue,50063.0,4.0,5078.0
Toyota,White,28108.0,4.0,11136.0
Toyota,White,162548.0,4.0,4408.0
Honda,Red,78801.0,,4784.0
Honda,White,65686.0,4.0,7101.0
Toyota,White,,4.0,7303.0
Honda,,61491.0,4.0,7825.0
Toyota,White,148221.0,4.0,3885.0
Toyota,White,138029.0,4.0,2793.0
Toyota,White,30157.0,4.0,10323.0
Toyota,White,154032.0,4.0,3352.0
Toyota,White,59518.0,4.0,6029.0
Toyota,Blue,58749.0,3.0,6787.0
BMW,Black,12836.0,5.0,
Honda,Blue,67124.0,4.0,6381.0
,White,55886.0,4.0,4813.0
Toyota,Blue,52495.0,,6745.0
Honda,White,54938.0,4.0,6633.0
Toyota,White,54079.0,4.0,6383.0
Honda,White,55490.0,4.0,7311.0
BMW,Black,13333.0,5.0,22228.0
Toyota,White,141814.0,4.0,3783.0
Toyota,White,65257.0,4.0,5703.0
Toyota,Green,68034.0,,4184.0
Toyota,Blue,57162.0,3.0,8292.0
,White,218416.0,4.0,3182.0
Honda,,56164.0,4.0,6230.0
Toyota,Green,,4.0,4910.0
Honda,,82559.0,,5268.0
Toyota,White,152095.0,4.0,4735.0
Toyota,Blue,60597.0,3.0,5583.0
Honda,White,54887.0,4.0,7423.0
Toyota,Red,79441.0,4.0,4787.0
Nissan,White,207086.0,4.0,2825.0
Toyota,Green,63459.0,4.0,5797.0
Toyota,White,63461.0,4.0,10507.0
Honda,Red,84852.0,4.0,2603.0
Toyota,White,64374.0,4.0,7318.0
Toyota,White,32320.0,4.0,10179.0
BMW,Black,12043.0,5.0,23915.0
Toyota,Blue,58748.0,,6836.0
Honda,Red,80256.0,4.0,6078.0
